Date,Open,High,Low,Close,Adj Close,Volume
12/19/2019,11793.78516,11970.33887,11687.85352,11723.16406,11723.16406,278654
12/20/2019,11687.85352,11970.33887,11687.85352,11970.33887,11970.33887,108762
12/23/2019,11970.33887,12570.62109,11758.47461,12111.58203,12111.58203,13105674
12/24/2019,12111.58203,12323.44629,12076.27148,12182.20313,12182.20313,164057
12/25/2019,12111.58203,12146.89258,11899.71777,12146.89258,12146.89258,27994
12/26/2019,12005.64941,12182.20313,11899.71777,12076.27148,12076.27148,25899716
12/27/2019,12076.27148,12111.58203,11899.71777,11935.02832,11935.02832,10765182
12/30/2019,12005.64941,12641.24316,11723.16406,12570.62109,12570.62109,276672
12/31/2019,12570.62109,12570.62109,11899.71777,12570.62109,12570.62109,212187
1/2/2020,12005.64941,12570.62109,12005.64941,12500,12500,3307832
1/3/2020,12429.37891,12500,12182.20313,12182.20313,12182.20313,320256
1/6/2020,12076.27148,12464.68945,12076.27148,12358.75684,12358.75684,79550
1/7/2020,12358.75684,12464.68945,12076.27148,12323.44629,12323.44629,666921
1/8/2020,12111.58203,12358.75684,12111.58203,12217.51367,12217.51367,2008369
1/9/2020,12288.13574,12358.75684,12146.89258,12323.44629,12323.44629,14453820
1/10/2020,12358.75684,12853.10742,12358.75684,12711.86426,12711.86426,693216
1/13/2020,12711.86426,12782.48633,12217.51367,12711.86426,12711.86426,6034085
1/14/2020,12217.51367,12711.86426,12182.20313,12711.86426,12711.86426,10601379
1/15/2020,12711.86426,12711.86426,12358.75684,12711.86426,12711.86426,81986
1/16/2020,12323.44629,12711.86426,12288.13574,12394.06738,12394.06738,109017
1/17/2020,12358.75684,12711.86426,12358.75684,12570.62109,12570.62109,23812787
1/20/2020,12394.06738,12605.93262,12323.44629,12570.62109,12570.62109,827269
1/21/2020,12570.62109,12570.62109,12146.89258,12358.75684,12358.75684,1747556
1/22/2020,12358.75684,12358.75684,12146.89258,12323.44629,12323.44629,67288
1/30/2020,12217.51367,12994.35059,12005.64941,12676.55371,12676.55371,389923
1/31/2020,12676.55371,12711.86426,12217.51367,12605.93262,12605.93262,939459
2/3/2020,12252.8252,12570.62109,11758.47461,12500,12500,161254
2/4/2020,12288.13574,12535.31055,12076.27148,12394.06738,12394.06738,262229
2/5/2020,12146.89258,12394.06738,12111.58203,12146.89258,12146.89258,7290516
2/6/2020,12040.96094,12500,12005.64941,12500,12500,99983
2/7/2020,12500,12500,12182.20313,12358.75684,12358.75684,7796722
2/10/2020,12358.75684,12358.75684,12111.58203,12323.44629,12323.44629,116494
2/11/2020,12323.44629,12394.06738,12146.89258,12394.06738,12394.06738,1438231
2/12/2020,12464.68945,12464.68945,12217.51367,12323.44629,12323.44629,150053
2/13/2020,12217.51367,12358.75684,12217.51367,12288.13574,12288.13574,67217
2/14/2020,12217.51367,12358.75684,12146.89258,12217.51367,12217.51367,894458
2/17/2020,12288.13574,12323.44629,12182.20313,12252.8252,12252.8252,721154
2/18/2020,12358.75684,12394.06738,12217.51367,12288.13574,12288.13574,3051225
2/19/2020,12217.51367,12288.13574,12182.20313,12217.51367,12217.51367,35598
2/20/2020,12323.44629,12323.44629,12146.89258,12146.89258,12146.89258,373583
2/21/2020,12217.51367,12217.51367,11935.02832,12217.51367,12217.51367,1267419
2/24/2020,12217.51367,12217.51367,11652.54199,12146.89258,12146.89258,114115
2/25/2020,11652.54199,12252.8252,11652.54199,12146.89258,12146.89258,8563911
2/26/2020,12146.89258,12217.51367,12005.64941,12182.20313,12182.20313,644945
2/27/2020,12005.64941,12217.51367,12005.64941,12217.51367,12217.51367,341383
2/28/2020,12040.96094,12217.51367,11935.02832,12146.89258,12146.89258,33497589
3/2/2020,11970.33887,12570.62109,11970.33887,12500,12500,1931778
3/3/2020,12182.20313,12535.31055,12182.20313,12358.75684,12358.75684,170783
3/4/2020,12464.68945,12464.68945,12146.89258,12358.75684,12358.75684,3803078
3/5/2020,12252.8252,12500,11829.0957,12217.51367,12217.51367,1268721
3/6/2020,12288.13574,12288.13574,11899.71777,12146.89258,12146.89258,871632
3/9/2020,11370.05664,12111.58203,11370.05664,12005.64941,12005.64941,193836
3/10/2020,11440.67773,12005.64941,11440.67773,11970.33887,11970.33887,4001800
3/11/2020,11970.33887,11970.33887,11228.81348,11864.40723,11864.40723,281330
3/12/2020,11370.05664,11829.0957,11052.25977,11793.78516,11793.78516,345588
3/13/2020,10981.63867,11758.47461,10981.63867,11581.9209,11581.9209,24522684
3/16/2020,11581.9209,11581.9209,10840.39551,11299.43457,11299.43457,1887471
3/17/2020,10663.8418,11440.67773,10663.8418,11370.05664,11370.05664,15174861
3/18/2020,11370.05664,11546.61035,11228.81348,11546.61035,11546.61035,3113642
3/19/2020,11299.43457,11546.61035,11016.94922,11052.25977,11052.25977,191188
3/20/2020,11052.25977,11299.43457,10805.08496,11264.12402,11264.12402,45113
3/23/2020,11299.43457,11511.2998,10487.28809,11299.43457,11299.43457,4942094
3/24/2020,10663.8418,11370.05664,10663.8418,11299.43457,11299.43457,3907367
3/25/2020,11087.57031,11334.74609,10911.0166,11299.43457,11299.43457,96811
3/26/2020,11299.43457,11299.43457,10699.15234,10875.70605,10875.70605,5642080
3/27/2020,10734.46289,11087.57031,10240.11328,11087.57031,11087.57031,790765
